rgn_id,year,trend
1,2012,-0.3889
1,2013,-0.0919
1,2014,-0.0319
1,2015,0.121
1,2016,0.1004
2,2012,-0.3889
2,2013,-0.0919
2,2014,-0.0319
2,2015,0.121
2,2016,0.1004
3,2012,-0.3889
3,2013,-0.0919
3,2014,-0.0319
3,2015,0.121
3,2016,0.1004
4,2012,-0.3889
4,2013,-0.0919
4,2014,-0.0319
4,2015,0.121
4,2016,0.1004
5,2012,-0.3889
5,2013,-0.0919
5,2014,-0.0319
5,2015,0.121
5,2016,0.1004
6,2012,-0.3889
6,2013,-0.0919
6,2014,-0.0319
6,2015,0.121
6,2016,0.1004
7,2012,-0.3889
7,2013,-0.0919
7,2014,-0.0319
7,2015,0.121
7,2016,0.1004
